UMGS_ID	MAG_ID	Phylum	Class	Order	Family	Genus
UMGS1407	ERR1293698_bin.13	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1408	ERR414279_bin.70	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1409	ERR209533_bin.23	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1410	ERR209454_bin.40	Tenericutes	NA	NA	NA	NA
UMGS1411	ERR209456_bin.44	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1413	SRR5579982_bin.24	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1414	SRR5057083_bin.47	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
UMGS1415	SRR6028499_bin.11	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1416	ERR321433_bin.7	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1417	SRR5127508_bin.12	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1418	ERR526073_bin.31	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1419	SRR3917689_bin.29	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1420	SRR5127428_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1421	ERR525771_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1423	ERR1018270_bin.44	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1424	SRR2155352_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1425	ERR1190839_bin.22	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1426	SRR6028212_bin.3	Proteobacteria	Alphaproteobacteria	NA	NA	NA
UMGS1427	ERR1190809_bin.106	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1428	ERR1190864_bin.31	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1429	ERR209454_bin.23	Firmicutes	NA	NA	NA	NA
UMGS1430	ERR1305892_bin.72	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1431	ERR1620283_bin.34	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS1432	ERR1578650_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1433	SRR6028647_bin.11	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1434	SRR5056823_bin.60	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1435	ERR011116_bin.11	NA	NA	NA	NA	NA
UMGS1436	ERR1190898_bin.13	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1437	ERR209778_bin.10	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1438	SRR2912786_bin.33	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1439	ERR1578635_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1440	SRR1761678_bin.28	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1441	ERR688506_bin.6	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1442	SRR5127417_bin.21	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1443	SRR2857970_bin.38	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1444	ERR1190868_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1445	SRR2912779_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1446	ERR636353_bin.5	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
UMGS1447	SRR585755_bin.44	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1448	ERR414309_bin.22	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
UMGS1449	ERR911958_bin.57	Tenericutes	NA	NA	NA	NA
UMGS1450	ERR321427_bin.5	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1451	SRR5963371_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1452	ERR866592_bin.16	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
UMGS1453	ERR1293919_bin.19	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
UMGS1454	ERR414326_bin.42	NA	NA	NA	NA	NA
UMGS1455	ERR1305885_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1456	SRR5106274_bin.29	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS1457	SRR5056818_bin.28	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1458	ERR1293806_bin.3	NA	NA	NA	NA	NA
UMGS1459	ERR1913047_bin.24	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1461	SRR6054488_bin.15	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1462	ERR1190945_bin.22	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1463	SRR1761671_bin.25	Tenericutes	Mollicutes	NA	NA	NA
UMGS1464	SRR1930143_bin.2	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1465	ERR414364_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1466	SRR5127401_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1467	SRR5050585_bin.18	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
UMGS1468	ERR1293763_bin.7	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1469	ERR688640_bin.60	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
UMGS1470	SRR3108079_bin.31	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1471	ERR414252_bin.28	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1472	SRR6054496_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1473	ERR1578633_bin.68	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1474	ERR1018309_bin.1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1475	SRR5127614_bin.11	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1476	ERR1953519_bin.47	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1477	ERR1190935_bin.17	NA	NA	NA	NA	NA
UMGS1478	DRR042402_bin.18	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA
UMGS1479	SRR5106493_bin.30	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS1480	ERR209762_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1481	SRR2912782_bin.17	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
UMGS1482	SRR5580081_bin.8	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1483	SRR5580009_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1484	ERR1018248_bin.30	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1485	ERR1190952_bin.70	Tenericutes	NA	NA	NA	NA
UMGS1487	SRR3737006_bin.12	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1488	SRR5057076_bin.64	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1489	SRR6028455_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1490	ERR505084_bin.82	Verrucomicrobia	Opitutae	Opitutales	NA	NA
UMGS1491	ERR505084_bin.34	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1492	SRR3993036_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1493	ERR1190935_bin.75	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1494	ERR525804_bin.66	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1495	ERR1305897_bin.45	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1496	ERR1190823_bin.114	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
UMGS1497	ERR1620376_bin.17	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1498	SRR1761706_bin.29	Tenericutes	NA	NA	NA	NA
UMGS1499	SRR5127569_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1500	SRR1238140_bin.40	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
UMGS1501	SRR5127533_bin.13	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1502	SRR3992965_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1504	ERR1293786_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1505	ERR321161_bin.10	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1506	SRR5032292_bin.31	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1508	ERR1190568_bin.22	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1510	ERR321433_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1511	ERR1018258_bin.18	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
UMGS1512	ERR1018187_bin.72	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
UMGS1513	SRR5275432_bin.5	Tenericutes	NA	NA	NA	NA
UMGS1514	SRR2992900_bin.40	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
UMGS1515	SRR5558220_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1516	ERR1190956_bin.7	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1517	ERR525787_bin.48	Cyanobacteria	Melainabacteria	Gastranaerophilales	NA	NA
UMGS1518	ERR505084_bin.28	NA	NA	NA	NA	NA
UMGS1519	ERR525911_bin.23	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1520	SRR5057027_bin.1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1521	ERR414325_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
UMGS1522	SRR1761679_bin.64	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
UMGS1523	SRR3108056_bin.58	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1524	SRR5558335_bin.32	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1525	SRR5558411_bin.30	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS1526	SRR5056818_bin.119	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1527	ERR688537_bin.13	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
UMGS1529	SRR5279269_bin.27	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1530	ERR1953523_bin.134	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1531	ERR525788_bin.2	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1532	ERR1912992_bin.32	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1533	ERR1190600_bin.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
UMGS1534	ERR1620311_bin.17	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1535	SRR5106280_bin.42	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1537	ERR1912950_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1538	ERR1913106_bin.16	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1539	SRR1821190_bin.19	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1540	SRR3993002_bin.12	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1541	ERR414279_bin.74	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1542	SRR5580040_bin.36	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1543	ERR321455_bin.1	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1545	SRR1793408_bin.4	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1546	SRR5056698_bin.29	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1547	ERR1018218_bin.42	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
UMGS1548	ERR866599_bin.2	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
UMGS1549	SRR1761710_bin.1	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1550	ERR414356_bin.45	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1551	SRR5580037_bin.27	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1552	SRR1492905_bin.7	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum
UMGS1553	ERR1190927_bin.14	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1554	ERR525911_bin.16	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS1555	ERR589849_bin.14	Tenericutes	Mollicutes	Erysipelotrichales	Erysipelotrichaceae	NA
UMGS1556	SRR4408068_bin.15	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1557	SRR5127708_bin.5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1558	ERR1578626_bin.68	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1559	SRR2992882_bin.74	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1560	ERR1018228_bin.64	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas
UMGS1561	SRR1930144_bin.12	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1562	SRR5279223_bin.36	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS1563	SRR3992992_bin.39	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1564	SRR3736988_bin.23	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	NA
UMGS1565	SRR1761694_bin.32	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1566	ERR209778_bin.22	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1567	SRR5127434_bin.19	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1568	ERR209453_bin.26	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
UMGS1569	SRR4305433_bin.26	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1570	ERR011265_bin.19	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1571	ERR209782_bin.25	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1572	ERR414235_bin.69	Tenericutes	NA	NA	NA	NA
UMGS1573	ERR321203_bin.19	Tenericutes	NA	NA	NA	NA
UMGS1574	ERR2013562_bin.51	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
UMGS1575	ERR525959_bin.49	Tenericutes	NA	NA	NA	NA
UMGS1576	ERR2013621_bin.20	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1577	ERR1305905_bin.1	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1578	SRR3993038_bin.47	Proteobacteria	Alphaproteobacteria	NA	NA	NA
UMGS1579	SRR6028632_bin.6	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
UMGS1580	SRR5279294_bin.40	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1581	SRR6028166_bin.22	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
UMGS1582	ERR1620328_bin.21	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
UMGS1583	ERR1620320_bin.49	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1584	SRR1761667_bin.28	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1585	ERR321433_bin.13	NA	NA	NA	NA	NA
UMGS1586	ERR209655_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1587	SRR5106300_bin.29	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
UMGS1589	ERR1018252_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1590	ERR525748_bin.15	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA
UMGS1591	ERR1190859_bin.40	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1594	SRR769509_bin.5	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1595	ERR414269_bin.21	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1596	SRR5032288_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA
UMGS1597	ERR1018220_bin.42	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1598	ERR414334_bin.22	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1600	ERR589530_bin.39	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1601	SRR2155375_bin.1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1602	ERR688606_bin.21	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1603	SRR3737021_bin.47	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1604	SRR3737028_bin.35	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1605	SRR1930144_bin.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1606	ERR1293766_bin.22	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1607	SRR6054490_bin.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1608	ERR1578629_bin.37	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1609	SRR2992882_bin.34	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1610	SRR5279231_bin.17	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1611	ERR911961_bin.50	Tenericutes	NA	NA	NA	NA
UMGS1612	SRR1761698_bin.19	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1613	SRR1761699_bin.53	Tenericutes	NA	NA	NA	NA
UMGS1614	SRR6054460_bin.14	Tenericutes	Mollicutes	NA	NA	NA
UMGS1615	ERR414338_bin.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1616	ERR589511_bin.17	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1617	ERR525879_bin.28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1618	SRR1761689_bin.37	Tenericutes	NA	NA	NA	NA
UMGS1619	SRR5056815_bin.50	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1620	ERR1018268_bin.58	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
UMGS1621	ERR1190913_bin.49	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1622	ERR414356_bin.21	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
UMGS1623	SRR5275395_bin.54	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1624	ERR688644_bin.6	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1625	ERR414305_bin.19	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1626	ERR1305899_bin.58	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1627	ERR209657_bin.28	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1628	SRR5056930_bin.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA
UMGS1629	SRR5558107_bin.77	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella
UMGS1630	SRR453564_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1631	SRR4305099_bin.1	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1632	SRR3736999_bin.24	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella
UMGS1633	SRR3917692_bin.41	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1634	ERR414265_bin.30	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA
UMGS1635	ERR1305895_bin.46	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1636	ERR209454_bin.2	Firmicutes	Clostridia	NA	NA	NA
UMGS1637	ERR1018240_bin.57	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
UMGS1638	SRR5127671_bin.14	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1639	SRR2912801_bin.32	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
UMGS1640	ERR589511_bin.10	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1641	ERR414316_bin.6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
UMGS1642	SRR5275432_bin.18	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1643	SRR3132471_bin.3	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
UMGS1644	SRR5056648_bin.54	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
UMGS1645	ERR1297714_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1646	SRR6028191_bin.15	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1647	ERR1953518_bin.19	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1648	ERR414278_bin.68	Tenericutes	NA	NA	NA	NA
UMGS1649	SRR1761699_bin.20	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1650	SRR585761_bin.1	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1651	SRR3917587_bin.7	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1652	ERR321346_bin.8	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1653	ERR1578682_bin.34	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia
UMGS1654	ERR636353_bin.86	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
UMGS1656	SRR6028446_bin.9	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1657	SRR3108064_bin.4	NA	NA	NA	NA	NA
UMGS1658	SRR1761717_bin.13	Tenericutes	NA	NA	NA	NA
UMGS1659	ERR1293936_bin.10	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
UMGS1660	SRR1761687_bin.55	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1661	ERR209470_bin.17	Tenericutes	NA	NA	NA	NA
UMGS1662	SRR5057128_bin.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
UMGS1663	ERR1018230_bin.75	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1664	SRR1761714_bin.14	NA	NA	NA	NA	NA
UMGS1665	SRR5057039_bin.30	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1666	SRR4481774_bin.7	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1667	ERR2013560_bin.16	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1668	ERR1305896_bin.61	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA
UMGS1669	SRR341684_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1670	ERR1190836_bin.57	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1671	SRR2155369_bin.4	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1672	ERR2013583_bin.9	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1673	ERR1578622_bin.15	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1674	SRR341662_bin.9	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
UMGS1675	ERR1190731_bin.28	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1676	SRR5056738_bin.13	Firmicutes	Clostridia	Clostridiales	NA	NA
UMGS1677	ERR1190831_bin.20	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
UMGS1678	ERR589505_bin.72	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
UMGS1680	SRR5558297_bin.55	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella
UMGS1681	ERR1620362_bin.35	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium
